UDI,Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,Machine_failure,Failure_type,vib_rms,vib_crest_factor,vib_bpfo_energy,vib_bpfi_energy,vib_bsf_energy
9010,L,305.96,316.63,1504,38.98,120.6,0,No_Failure,0.10538212114548567,2.888940745644105,55.231850240154145,43.47132624221536,32.93538606902023
9011,L,297.74,308.96,1535,48.5,140.1,0,No_Failure,0.1279825779480805,2.9178572583405913,76.76243802942179,61.50590207823102,37.651685844087254
9012,L,298.31,306.96,1601,34.14,236.3,0,No_Failure,0.30156664281384254,2.5764361680079717,205.46605283539566,162.19607360054178,102.891018467581
9013,L,297.24,306.12,1636,36.64,19.6,0,No_Failure,0.058932257372357154,4.258275338492046,15.03125162954404,13.877047164559157,6.445906005486772
9014,L,299.53,309.22,1852,38.23,232.6,0,No_Failure,0.29437640834481577,2.573562683810992,229.2989471414678,165.92532690256306,100.51695964646086
9015,L,300.49,313.65,1393,37.86,52.1,0,No_Failure,0.06245606092260822,3.029002203555573,24.8506916428835,21.583071952115095,11.54450130755523
9016,L,299.07,308.81,1376,53.37,210.2,0,No_Failure,0.24521878096282537,2.5840032535595863,153.80230484205472,107.84397579940388,64.39799409511954
9017,L,298.92,308.8,1166,27.46,22.6,0,No_Failure,0.06049278233645409,3.0087544803028834,16.917371975639178,11.593778793352724,7.119738661761229
9018,M,300.28,310.9,1619,20.45,250.2,1,Tool_Wear_Failure,0.332628467220355,2.4647273219852583,259.7179886165405,142.67397185244852,103.28093016772894
9019,L,299.0,309.97,1340,25.46,201.9,0,No_Failure,0.2293859912600003,2.673320294761694,129.0746536294607,127.20766447382903,77.57233364909905
9020,M,300.62,310.79,1661,46.84,18.7,0,No_Failure,0.059307270072711034,3.705476014932448,17.792301502789673,10.297754870132437,8.644962928041135
9021,L,302.23,313.39,1412,38.99,53.5,0,No_Failure,0.06352662087608198,3.7208916718472946,24.941610938696762,16.86766245680283,10.78421933287026
9022,M,301.35,310.16,1811,24.01,140.1,0,No_Failure,0.12622222917881687,3.26996813666888,70.96908983218447,62.051828616157586,39.37638414864948
9023,L,301.76,311.0,1242,41.0,130.9,0,No_Failure,0.11936353247218084,2.6133437134716004,66.29981484106179,41.81725625658223,37.45094892386669
9024,L,302.17,313.33,1684,36.76,157.3,0,No_Failure,0.1509277018464285,2.755944862499519,110.06949378038507,57.7210642445729,34.42761726382745
9025,L,300.57,310.58,1663,45.59,115.9,0,No_Failure,0.10297769439510142,3.386269644179421,66.46270158766383,39.89706327216276,29.831558920695997
9026,L,299.68,308.42,1595,47.94,183.5,0,No_Failure,0.19400287605516447,2.540662349968332,148.13608075516214,78.10790264372146,62.036237197677295
9027,L,298.46,307.13,1299,65.18,87.1,0,No_Failure,0.07874618484867839,3.2948252078709865,42.062949453752935,32.181036244404275,21.335537275553584
9028,L,299.22,308.41,1596,28.18,44.1,0,No_Failure,0.05937037952786604,3.1863874432843486,22.976191451329523,13.546472726682065,10.776597845588414
9029,H,298.95,308.95,1523,21.37,13.4,0,No_Failure,0.05706040489331295,3.167579131253495,15.897679985914088,14.24610719348637,9.429681559220711
9030,L,301.46,311.93,1171,45.89,81.2,0,No_Failure,0.0764409798618335,3.0786855059419844,33.817494660648734,25.313924966376323,16.39180791618579
9031,L,300.69,310.36,1780,49.87,106.7,0,No_Failure,0.09096309887703269,2.973220104253263,51.566448557821744,41.06992588278732,24.49394783384577
9032,M,301.39,311.78,1438,27.24,167.8,0,No_Failure,0.1692140882744792,2.579527921115994,95.70052990906555,72.11308228320819,53.84985534289497
9033,L,297.68,307.24,1767,27.25,201.6,0,No_Failure,0.22836532172633903,2.486886200450483,163.15216611221578,119.26391691220269,73.84557312256058
9034,M,302.86,314.09,1488,43.44,63.0,0,No_Failure,0.06741320485509998,3.751121143541506,34.798124721778265,20.69863686284328,14.711585913320885
9035,L,299.15,311.7,1677,57.14,123.3,0,No_Failure,0.10798450374113559,2.928592366207682,59.49811921203062,53.73702801820115,25.19159078272233
9036,M,297.8,307.41,1345,31.23,61.4,0,No_Failure,0.06600273060777484,3.221115875549805,25.566090144455778,22.691918093611246,13.702917552333433
9037,L,299.12,309.6,1539,40.87,237.8,0,No_Failure,0.3068228066638259,2.3789266498727843,174.22555624214976,170.73123142622256,96.69676095835999
9038,M,304.97,315.37,1526,21.01,164.9,0,No_Failure,0.16105428913301356,2.948850203789987,119.57104418921206,74.32451539845081,42.651201791250095
9039,M,299.22,309.36,1442,38.01,172.5,0,No_Failure,0.1777912929047795,2.6047817262000152,105.0223766767916,72.54945384604318,58.124841573037926
9040,L,299.35,310.0,1344,38.86,132.8,0,No_Failure,0.11960472226704393,2.926427984779715,71.75326290760664,59.634323985050244,35.29995511605402
9041,L,299.62,310.09,1000,54.68,70.5,0,No_Failure,0.06874913263493915,3.4150698907948125,26.658352974098282,17.927048924178287,17.861912851461668
9042,L,299.7,309.23,1348,32.93,50.1,0,No_Failure,0.06457793653101862,3.693726354930688,24.694307953957072,17.375598732465495,13.209214726424202
9043,H,298.44,309.75,1626,46.86,169.2,0,No_Failure,0.17368510226263853,2.697777478789536,131.73020950538438,95.43833793548023,43.93345851911348
9044,L,300.29,310.49,1249,32.28,230.4,1,Tool_Wear_Failure,0.2884493704310351,2.52190835273154,220.70948780569358,165.45080857960414,99.71714207188845
9045,L,302.15,311.77,1286,40.9,53.2,0,No_Failure,0.06245207888861244,3.383400277030281,23.586597375360427,15.257345590013053,12.562996687957776
9046,L,300.63,313.07,1242,60.77,142.9,0,No_Failure,0.13203981053097189,2.8239439395606905,77.93187004084282,53.418853942981805,42.97579851289106
9047,L,297.78,307.66,1538,57.93,132.3,0,No_Failure,0.11750429613861213,2.721067167083847,64.24818359818478,60.595418374683646,36.001717638007605
9048,L,299.31,309.57,1339,59.61,160.4,0,No_Failure,0.1563360329911955,2.7962974381794723,81.98706826710031,83.90318457653646,53.68474312444605
9049,H,298.9,309.07,1720,43.98,151.9,0,No_Failure,0.14292114748918291,2.6686886450635994,106.62939713675274,76.99247426161382,41.526156003596306
9050,L,300.11,309.98,1632,37.9,68.2,0,No_Failure,0.06962941834723137,3.0574762951757037,33.54940702963175,27.907244303563214,11.823180512290834
9051,M,302.66,313.11,1536,42.85,175.9,0,No_Failure,0.18161368533772848,2.7328272274753225,111.37361503116465,96.02421049836266,52.34207801904989
9052,L,299.7,308.86,1555,44.66,68.2,0,No_Failure,0.06720945688141941,3.4661182680556117,33.83040167800169,22.525404442058296,13.728931565097568
9053,L,299.82,310.42,1363,43.89,163.2,0,No_Failure,0.1608640066748549,2.8515304352477275,115.67056551311926,84.97437590624756,50.272723926642
9054,L,303.56,311.8,1363,32.89,75.0,0,No_Failure,0.07296328690539335,2.9065305261434777,36.864088161950825,28.480483296119562,16.94113158865482
9055,L,301.75,310.45,1628,32.48,20.6,0,No_Failure,0.05977718007095317,3.505734484227097,20.15928564532711,11.745757281702229,9.1424875210219
9056,H,301.15,312.97,1664,34.04,36.8,0,No_Failure,0.05942354182869462,3.39704629799966,17.826095742867068,12.307442146990079,11.825613722891275
9057,M,303.92,312.66,1626,50.7,211.5,0,No_Failure,0.2482554089765083,2.692348209924032,195.49256767909742,136.67460730786013,62.53816444879299
9058,L,300.98,309.02,1415,51.79,30.3,0,No_Failure,0.057788088136991926,3.151134821105265,21.51025496728612,14.66562308059626,9.179675736116376
9059,L,296.03,304.8,1430,71.83,82.6,1,Power_Failure,0.07632525109931293,3.011787973662799,36.38833151311871,34.035351228292875,18.73808307445815
9060,L,301.67,313.41,1332,44.26,71.9,0,No_Failure,0.06843952734544544,3.215154556775749,31.601541674363318,20.130836434499297,15.97265802145546
9061,H,296.82,305.02,1638,32.12,19.5,0,No_Failure,0.060060076982675716,3.3643690093274747,17.456855384954046,14.4190016955484,8.52376590240476
9062,M,300.9,309.95,1147,35.21,152.9,0,No_Failure,0.14335355508861286,2.8162715323742105,97.73132441944148,70.47695716752645,46.45317017192365
9063,M,296.57,305.11,1103,38.42,202.7,0,No_Failure,0.23164585070979848,2.577965947992861,133.70662834967158,116.4742723508575,73.155688967284
9064,L,299.07,308.79,1139,55.06,248.1,1,Tool_Wear_Failure,0.3310503050659968,2.504904189176808,191.77239348930402,186.06918585600818,110.73904666777639
9065,L,299.27,308.84,1114,47.33,234.0,1,Tool_Wear_Failure,0.29797240497909594,2.573244923582398,224.32531858311523,156.32713768939612,86.44632873592222
9066,L,298.46,307.98,1744,26.53,12.3,0,No_Failure,0.058374206293239334,3.5300022975049434,15.64475426024572,11.275565418717322,7.290273419568523
9067,L,299.3,311.16,1642,39.43,64.4,0,No_Failure,0.0688722152303386,3.1251478343901944,22.424091254501867,18.31013005623895,13.780068107238174
9068,L,302.07,310.87,1284,25.29,103.0,0,No_Failure,0.08894802420659484,2.9985394282955444,52.75908716601467,32.84539254887974,22.323891630287214
9069,L,298.57,308.47,1481,45.92,218.8,0,No_Failure,0.266189897808782,2.7435731080307924,194.6976362757308,131.92721506704206,74.3679362590473
9070,L,301.09,311.43,1764,32.93,90.0,0,No_Failure,0.07969027165051083,3.11854929399584,45.753222504352955,31.912642166659055,22.585029272358017
9071,M,298.07,307.09,1590,33.89,145.6,0,No_Failure,0.13708029774031386,2.740236864606115,101.28453217757925,67.3978651825808,39.6078838312369
9072,M,299.62,310.11,1881,21.21,167.9,0,No_Failure,0.16844033618447532,2.705415355177017,115.29865124564846,76.15153142920661,39.14293671875843
9073,L,300.65,310.25,1479,47.57,74.5,0,No_Failure,0.073555623138271,3.5681394412361365,31.86636977948652,26.757971390826935,13.345806493207894
9074,L,298.01,308.38,1382,52.09,145.5,0,No_Failure,0.13542472933137253,2.7488373402674777,96.5204893586117,70.68955876856539,36.67772045547508
9075,L,297.38,307.27,1305,33.07,12.7,0,No_Failure,0.06028740603692253,3.3117525123377405,14.68241113296052,12.611783202105567,8.188631142619473
9076,M,300.98,308.93,1504,38.38,123.0,0,No_Failure,0.10870886059631937,2.8962855244061556,58.46265960366759,42.71822354480498,35.14880643945994
9077,M,302.25,313.55,1668,35.21,97.6,0,No_Failure,0.08370407690224495,3.342316377379245,44.18087941745112,31.620278823047343,26.374808627309058
9078,M,299.84,311.91,1518,37.82,91.9,0,No_Failure,0.07991824958249516,3.195674217836263,47.84213548933586,33.289335985977054,18.165219530786352
9079,M,299.09,308.91,1436,31.8,61.7,0,No_Failure,0.06824781195225806,3.3377159080565906,25.248798171381775,19.76907308374406,16.040893637094413
9080,L,300.31,309.41,1726,29.0,204.4,0,No_Failure,0.23083484401082413,2.5417729734894388,183.7898409207568,107.13600825793954,59.212793434956545
9081,L,300.11,311.62,1595,53.69,220.5,0,No_Failure,0.2674644431992552,2.5374097368637627,206.57263276765315,110.22389074167673,88.68406987975516
9082,L,300.49,312.38,1480,13.6,222.0,1,Power_Failure,0.2738597626623111,2.5236160339300655,193.61358753149705,140.24419969632066,73.39557665799022
9083,L,294.94,304.77,1362,45.04,99.0,0,No_Failure,0.08733649442761214,3.0807491471251556,53.715137092785476,38.698360848905764,19.764394007922732
9084,M,297.86,307.64,1454,42.83,67.8,0,No_Failure,0.06755397182233382,3.109882502466502,31.816417199296207,23.031521470104817,17.05825215267682
9085,L,298.31,308.23,1585,56.54,24.6,0,No_Failure,0.057871779048668984,3.1148596672310207,16.677642016891607,13.107337360811425,7.931397457773411
9086,L,300.3,308.63,1360,37.64,168.1,0,No_Failure,0.17203646287245028,2.828305350726819,130.43981492332898,92.01042368055859,53.87872289426868
9087,L,300.37,310.08,1278,36.29,82.5,0,No_Failure,0.07670523168720288,2.9151043733478494,41.13144853089988,31.936495865759973,15.701532480459672
9088,H,301.27,312.99,1414,31.92,74.2,0,No_Failure,0.07071911262692,2.8910665193861056,32.24432353951552,22.240389819632853,15.012395195794912
9089,L,300.52,310.35,1491,43.56,92.9,0,No_Failure,0.07958496538548476,3.17082251177649,47.024132732963736,30.777859153013573,22.597204299702604
9090,M,297.4,306.36,1745,32.92,141.7,0,No_Failure,0.13033951984618,2.9487888562019124,79.12466813203883,62.65904282216661,41.725844986231095
9091,L,302.89,313.39,1291,28.71,40.5,0,No_Failure,0.06377262872538723,3.508297354476739,24.07875358506465,19.06533584403539,11.58978539895302
9092,L,302.54,311.88,1541,32.63,240.3,0,No_Failure,0.30354239103011144,2.4101903337307196,170.19763621196967,178.18893666371932,100.75865992509601
9093,L,297.48,307.42,1450,30.53,183.2,0,No_Failure,0.1950977270093837,2.3703582447591978,148.69862483430725,106.08795206871544,67.2500534561894
9094,M,300.67,309.4,1459,29.94,14.7,0,No_Failure,0.056237742629445295,3.769628526717649,12.673810291004814,9.257560434669138,6.803184222343309
9095,L,298.81,307.77,1777,40.85,76.7,0,No_Failure,0.07477736466871371,3.760431642879127,33.04081371002768,26.13490578469754,16.25450839442672
9096,M,300.28,311.02,1515,38.05,15.6,0,No_Failure,0.05588267744308871,2.975826059578921,16.257696233072025,9.030965931890332,6.27901888411691
9097,L,302.11,312.22,1336,45.5,57.4,0,No_Failure,0.06562902276840306,2.92555159760794,25.76189898433564,18.743201239468288,12.839689095195634
9098,L,304.26,313.48,1660,41.47,71.6,0,No_Failure,0.06878317463580153,2.8570840103445,38.24554278141178,20.017792256932047,16.7607210663909
9099,H,301.5,311.62,1647,27.97,184.5,0,No_Failure,0.19494926615236358,2.576587392502679,135.17132457234294,108.96636345866247,62.46875378063379
9100,L,300.59,309.98,1320,18.77,179.7,0,No_Failure,0.1865059157782306,2.643345263655198,143.1358618504405,100.61886671726242,52.41909217150013
9101,L,299.32,308.54,1285,29.44,11.3,0,No_Failure,0.05786947899056569,3.1867730270092562,14.011212795294746,11.273837846863463,6.699640491690236
9102,M,300.36,311.53,1574,47.64,150.0,0,No_Failure,0.1426684158456362,2.9919744410384035,74.65847339428494,54.14120558105926,37.737038256001355
9103,L,302.72,313.5,1494,47.41,240.2,1,Tool_Wear_Failure,0.30769943695965263,2.5607254201271785,238.97391248816083,175.1253434905154,103.34781339995835
9104,M,299.91,309.89,1415,49.85,160.1,0,No_Failure,0.1576068889700458,2.57694634478393,110.87306861843064,71.47432844468395,45.507145515285764
9105,L,298.23,308.37,1690,48.38,240.1,1,Tool_Wear_Failure,0.31183731790717756,2.5808728340727844,246.97357114927553,165.2336010325977,95.69472906414154
9106,L,296.76,306.75,1393,50.87,95.1,0,No_Failure,0.08511545024385915,3.5457636997043496,52.79787173330069,32.2022334419687,24.274315884145828
9107,L,301.03,311.51,1576,44.06,114.9,0,No_Failure,0.10156303609284591,2.9795425344945907,54.050558724112356,41.09217565350124,27.13434410791875
9108,M,300.49,309.7,1711,58.03,126.9,0,No_Failure,0.11047411597651936,2.6230489841654427,63.81192008182865,47.73916409891405,36.37650971118359
9109,L,298.71,309.57,1439,42.94,231.0,1,Tool_Wear_Failure,0.29036376288879495,2.501871019264136,162.14411165803557,123.19161342875321,93.0783591206455
9110,M,302.05,312.41,1171,59.99,98.1,0,No_Failure,0.08660577166129407,3.0390240050047836,42.104519919470036,33.17561112809626,17.00192203051848
9111,H,299.16,308.89,1427,33.74,250.9,1,Tool_Wear_Failure,0.3406319316065419,2.418455223069136,267.5003707816097,193.79284466793294,89.18236629281628
9112,L,299.73,309.24,1534,33.48,135.8,0,No_Failure,0.12386117144550601,2.6316847270065606,78.36471257611825,57.82762884338381,35.30521681167295
9113,L,299.97,310.81,1681,38.08,54.5,0,No_Failure,0.06433195688294355,3.000197932624885,27.736210424090295,19.30261785345957,11.48910257341244
9114,L,299.3,309.15,1406,39.63,25.9,0,No_Failure,0.05966118784884336,4.008525551893899,14.41591449292529,11.552918441984183,9.7381640366724
9115,L,300.47,309.77,1810,36.79,43.2,0,No_Failure,0.06190845057888238,4.07436185728884,16.26889109265683,17.626352435892006,11.72797569840977
9116,L,302.3,311.92,1266,45.4,9.8,0,No_Failure,0.05715410700848163,3.466112810378878,11.34547640400232,11.91630013812349,9.123898796589677
9117,M,297.72,308.48,1530,38.98,176.1,0,No_Failure,0.181908725066845,2.7309604236576375,133.76474812651503,76.84025556967073,44.30774843869022
9118,H,300.98,309.37,1457,33.93,134.2,0,No_Failure,0.12070565935158627,2.740911227855641,84.57220079833088,60.633454637177344,42.260452025387906
9119,H,300.34,309.99,1742,36.04,189.5,0,No_Failure,0.20837932651864655,2.7302008781593954,113.42242160118879,113.39733896940021,65.03009318604323
9120,M,300.31,311.38,1235,52.18,198.6,0,No_Failure,0.21881128558776455,2.5705599961015038,134.6285940501936,114.68932138488502,69.63477679288425
9121,M,301.74,311.58,1577,43.17,235.8,0,No_Failure,0.2986402236220471,2.5515050470100076,194.17387536959376,145.99789348730846,74.51543416862414
9122,L,300.1,310.37,1456,23.24,29.2,0,No_Failure,0.05954834684635913,3.1840561816813526,18.81460956645651,16.929632013466218,10.797642385804314
9123,M,300.96,312.05,1775,55.11,49.5,0,No_Failure,0.061912746767270425,3.9196905887958398,19.467384169411623,13.279323361728993,9.425259438829562
9124,M,301.43,312.32,1351,44.34,140.1,0,No_Failure,0.12746896069337255,2.590888900653221,89.53783390613822,48.43505438342809,43.56868662300299
9125,L,298.99,308.55,1575,46.39,32.4,0,No_Failure,0.06027084994038524,3.1450220254647894,17.467847436273207,12.857117305460982,7.437484925493516
9126,H,300.6,310.47,1349,49.29,28.2,0,No_Failure,0.057266279934450305,3.506104537942,12.94695873636718,12.792566199030736,11.205795645067546
9127,L,299.5,310.4,1534,49.81,166.6,0,No_Failure,0.1645496868931377,2.6925194011848856,112.84079092410754,81.92178492571718,45.78190235049406
9128,M,299.73,310.67,1434,30.81,184.2,0,No_Failure,0.19785584933076478,2.7230968054322573,135.731859303122,100.43101471435833,55.963802951739886
9129,M,299.36,309.27,1431,29.3,213.9,0,No_Failure,0.2535815221586279,2.433070037579864,185.60674369087283,140.07574505133587,70.98790797881198
9130,H,300.94,310.89,1142,63.96,233.9,0,No_Failure,0.2970363487487245,2.5353160640707415,190.4730088399983,168.1851528511709,102.8500294518501
9131,L,300.16,310.43,1575,33.02,110.6,0,No_Failure,0.09346670757176137,2.831191322474091,44.09948106330941,33.898076119931304,23.106227154848273
9132,M,300.79,312.16,1305,43.79,248.0,0,No_Failure,0.3303472318676499,2.3305451327018805,183.8306580997011,150.2346599776689,112.10896598031624
9133,L,299.96,311.03,1299,56.31,9.5,0,No_Failure,0.05914055921090109,3.3711595813894433,13.335073106003751,13.00494355859244,9.93852649244697
9134,L,296.79,307.49,1220,35.56,217.5,0,No_Failure,0.25900243455660227,2.651314609659092,202.08728884705494,109.37205757691405,66.21020584090746
9135,M,300.06,308.98,1310,36.4,83.4,0,No_Failure,0.07528449980688433,2.9655508075554797,35.05321791186098,27.960038167277645,18.40755976125907
9136,L,300.13,309.85,1590,49.26,230.4,0,No_Failure,0.2867573054025611,2.5574366990361153,229.25535493740625,150.24027323879648,85.68651635577582
9137,M,300.49,310.26,1581,42.13,58.7,0,No_Failure,0.06363115997472762,3.099386353540691,22.971145494074364,20.289401306120254,12.309131053201043
9138,L,298.81,310.23,1619,44.95,185.2,0,No_Failure,0.1977711907698508,2.4963153074298026,152.1477880713295,82.26991379880576,58.04241568311519
9139,L,297.61,307.37,1315,39.2,106.4,0,No_Failure,0.09133309737647104,2.8608935571311562,59.03725726670649,42.12583611342647,22.200446465942083
9140,M,301.25,312.5,1539,34.74,98.4,0,No_Failure,0.08650636890713825,2.839359478454648,40.24045900976073,40.86980904340259,23.38067022670377
9141,L,299.45,308.88,1389,36.67,14.9,0,No_Failure,0.0559771305279049,3.2282075369694327,15.185137573199832,14.085148652301111,10.751290100768442
9142,L,300.34,309.85,1672,51.94,176.5,0,No_Failure,0.18335315199183624,2.8973775724626383,107.20604570820375,103.41230714888196,56.90668291957885
9143,H,299.44,309.92,1577,37.04,48.8,0,No_Failure,0.06292132101627201,3.1557564405431617,17.170468133465423,16.641834424083218,13.500138729611901
9144,L,299.99,311.56,1382,44.29,115.7,0,No_Failure,0.10368519014119577,3.2230715027342858,64.9409694963102,50.97385625307623,28.234729058168433
9145,M,299.1,308.89,1687,30.31,38.3,0,No_Failure,0.058533267998604255,3.2404589301225446,20.09184382765786,11.211375607547819,10.660924892301757
9146,L,298.06,305.5,1591,60.4,151.1,0,No_Failure,0.14494335421924182,2.6474479313082866,109.63196952206688,70.54352279309052,43.082300181473
9147,L,300.95,309.38,1250,43.19,57.8,0,No_Failure,0.06460141307852842,2.8437449515664315,27.787606341856147,22.20067205915465,15.238594681811017
9148,L,298.79,309.09,1199,43.4,148.6,0,No_Failure,0.1363810214852559,3.2126753277393134,90.87837238644889,54.942141010269474,46.167268031082756
9149,L,300.33,308.85,1257,49.26,236.7,1,Tool_Wear_Failure,0.29895871394962586,2.3738716099359505,236.12702620344407,161.28079203004202,93.62114478320373
9150,L,300.82,309.96,1797,35.19,230.2,1,Tool_Wear_Failure,0.28560028085067224,2.4446124123479995,223.35742715772668,123.7105152797451,92.76961671581834
9151,L,298.83,308.84,1317,51.94,50.1,0,No_Failure,0.0641446664835408,3.4625083688218097,27.71384623931267,17.014942403110624,10.775830812147023
9152,L,297.59,305.14,1838,24.84,24.8,0,No_Failure,0.05959646117123921,3.5895395654817523,16.694788629234946,11.03876114803176,6.8946676037482035
9153,L,304.85,314.47,1308,33.86,10.7,0,No_Failure,0.054991959742187235,3.3398356705481627,11.948466610604326,8.718689307781615,8.568563990745313
9154,L,298.94,307.78,1289,31.99,207.1,0,No_Failure,0.23815780337611675,2.694299504495701,187.4046609714241,116.97965490902415,76.28209161418542
9155,L,301.25,309.75,1658,21.19,62.3,0,No_Failure,0.0666588333856373,3.420360200796935,26.929368890130196,20.827288296507366,17.203245192338994
9156,L,303.88,313.08,1667,34.71,71.0,0,No_Failure,0.07029403379428992,3.128232499542097,36.90380043093456,23.59630300258949,12.597458020156157
9157,H,301.58,310.51,1600,39.48,61.6,0,No_Failure,0.0645551386595376,2.99478956039643,28.256631641833682,18.928655828182514,10.745572408091101
9158,M,299.4,309.87,1622,29.1,213.0,0,No_Failure,0.25129282042610707,2.5362246352304028,198.4548767742486,125.88308144706113,74.21332438579397
9159,M,299.87,311.06,1356,27.66,247.7,1,Tool_Wear_Failure,0.32755973547177214,2.3899169922448897,268.3844008138723,161.31605777284557,102.87406537785715
9160,L,298.33,307.97,1650,40.41,188.8,0,No_Failure,0.2039827569391023,2.576811542805554,150.2616313060659,115.63584337546541,66.90986176402843
9161,H,301.76,311.17,1543,39.2,210.9,0,No_Failure,0.24554761300957204,2.5197253861009856,150.95953273587065,138.44584550415536,84.41187663540055
9162,M,301.13,310.72,1434,37.34,158.1,0,No_Failure,0.1486337271686627,2.8216107857118042,94.53728184803926,75.45259098439837,43.37532670835948
9163,M,298.97,307.86,1517,27.34,135.2,0,No_Failure,0.11903286922181357,2.9420313121835853,83.05842265383686,63.73747164544302,30.298907805517842
9164,L,297.92,306.63,1691,36.05,180.4,0,No_Failure,0.18589362868896395,2.656530628161567,146.76759344282306,98.32661849084874,53.894934132022776
9165,H,297.36,305.71,1571,33.34,13.9,0,No_Failure,0.057876199642816276,3.366067241340629,15.475913860951625,8.653402765858832,7.088863774855305
9166,M,301.97,310.64,1112,40.86,18.4,0,No_Failure,0.06041288334116286,3.3543235372228595,16.737436314330804,13.701239432064787,8.426580402561068
9167,M,300.24,311.87,1660,34.41,174.8,0,No_Failure,0.18260911559052054,2.683215634472454,140.1132170861366,82.07862150035515,53.80282544699904
9168,L,300.43,309.74,1647,39.61,83.8,0,No_Failure,0.07658396171366545,3.461930957638471,36.35101793798718,32.28237623959606,20.336783984436032
9169,L,298.35,305.41,1432,26.89,122.2,0,No_Failure,0.10844286193746715,2.9120864836962306,65.48140809977998,53.89931963987067,31.042265219546792
9170,L,297.07,306.49,1521,26.03,195.5,0,No_Failure,0.21375757357922204,2.7901979417781138,165.96923516243118,119.14534938254351,60.86973377778586
9171,L,301.93,310.33,1520,45.58,144.3,0,No_Failure,0.13557222731371102,2.7581143689602556,98.89816230702857,74.42825271245434,33.956854687473935
9172,M,300.08,310.14,1144,47.65,204.3,0,No_Failure,0.23451240991610522,2.4300419870146714,160.87860738823596,128.8164826055146,75.03107351215121
9173,L,301.81,311.77,1428,36.07,104.8,0,No_Failure,0.09116551095657278,3.141889163214073,58.21434967163387,42.005084051270025,20.84344468787979
9174,L,299.23,309.28,1435,40.28,71.9,0,No_Failure,0.07025580675192167,3.621130351343167,31.120754852280037,23.474343534527858,15.25420513754183
9175,L,299.53,309.49,1471,35.5,58.7,0,No_Failure,0.06654163815288994,4.250520214686458,24.393485921122277,22.878017262528957,12.81487178267355
9176,L,301.43,311.05,1405,50.97,32.9,0,No_Failure,0.06015080198347933,3.7156333056436166,15.157574012959325,13.6532966266575,11.421485070453759
9177,L,301.46,310.01,1619,37.97,9.2,0,No_Failure,0.05767418114016433,3.3008942910166708,13.871286713881258,10.84243251022617,7.300460693828998
9178,M,301.6,311.52,1354,35.01,16.3,0,No_Failure,0.05779945523611981,3.1788817981285407,15.84897428270298,11.215501408558312,8.209505006284722
9179,L,299.41,310.43,1664,49.66,67.7,0,No_Failure,0.06840717676674192,3.19321150014202,34.33142353812082,18.222506888889253,13.466486038572848
9180,L,301.23,313.04,1611,32.26,69.6,0,No_Failure,0.06934867788259781,4.234160647279431,27.443794891197037,23.861734216986314,18.01325609923433
9181,L,302.22,311.98,1745,41.57,95.4,0,No_Failure,0.08485440484552423,3.323061884019748,44.53735624205211,36.09809333725378,21.495278052233886
9182,L,299.79,309.66,1812,29.52,147.9,0,No_Failure,0.1382987617973635,2.841446124268281,84.35272966449868,68.19605348904551,45.238127597458735
9183,L,298.97,309.47,1813,46.65,189.8,0,No_Failure,0.20427518359957536,2.6409756950015195,137.78627375791012,101.9551648542984,64.73251340115618
9184,M,302.69,314.18,1287,48.15,52.4,0,No_Failure,0.06221893104836232,4.1387049351159115,25.426435163920914,16.18071327037989,12.762840443442025
9185,M,298.69,308.2,1562,27.11,192.8,0,No_Failure,0.2102439694158,2.622484022059041,162.00866969279156,116.89125038168247,70.8602040548116
9186,M,301.26,311.95,1371,25.55,37.7,0,No_Failure,0.06038807237480329,3.7251104462434075,17.826593834594686,17.033944375724865,6.665785295954429
9187,M,299.88,309.06,2090,42.89,250.2,1,Tool_Wear_Failure,0.33451467206835467,2.4618622086952797,266.1825602970659,183.38981735984754,83.4514120888804
9188,L,296.32,306.65,1611,59.41,71.3,0,No_Failure,0.06946153707021915,2.9774494702517944,27.1265154883488,26.42144511479618,17.02887383233474
9189,H,302.26,313.23,1755,48.84,214.3,0,No_Failure,0.251655017560843,2.5530877697551224,199.07956233719938,125.34809192208115,82.51955851807153
9190,M,294.48,303.19,1578,37.88,50.6,0,No_Failure,0.06442279492479099,3.3360346826533536,24.194489464476852,17.873972653396223,9.014448796691223
9191,H,296.03,305.51,1026,31.46,242.7,0,No_Failure,0.3187037415835365,2.5016440497764596,246.51848177942165,174.58097691908955,93.69769198563506
9192,L,301.05,312.01,1359,27.84,206.7,0,No_Failure,0.24057101210037127,2.4769330218953907,190.93445291496118,132.83415299302487,77.3736850906705
9193,H,301.05,311.67,1377,47.17,94.8,0,No_Failure,0.08426848607203445,2.9662636873564736,39.894432082721615,33.914293246197936,18.419649505043836
9194,M,298.72,309.76,1430,49.23,108.4,0,No_Failure,0.09611264669467642,2.838274536620917,60.28299236221012,44.9022076055159,23.022875200650702
9195,M,300.3,311.14,1565,33.69,4.0,0,No_Failure,0.05614700724731103,3.2665262911186637,16.509973062615693,11.087098632490353,6.256825052061483
9196,L,294.94,304.6,1590,37.53,62.9,0,No_Failure,0.06578516455529962,3.1193720940436207,29.39096596127417,20.046281334056,16.7288578020125
