UDI,Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,Machine_failure,Failure_type
9058,L,300.98,309.02,1415,51.79,30.3,0,No_Failure
9059,L,296.03,304.8,1430,71.83,82.6,1,Power_Failure
9060,L,301.67,313.41,1332,44.26,71.9,0,No_Failure
9061,H,296.82,305.02,1638,32.12,19.5,0,No_Failure
9062,M,300.9,309.95,1147,35.21,152.9,0,No_Failure
9063,M,296.57,305.11,1103,38.42,202.7,0,No_Failure
9064,L,299.07,308.79,1139,55.06,248.1,1,Tool_Wear_Failure
9065,L,299.27,308.84,1114,47.33,234.0,1,Tool_Wear_Failure
9066,L,298.46,307.98,1744,26.53,12.3,0,No_Failure
9067,L,299.3,311.16,1642,39.43,64.4,0,No_Failure
9068,L,302.07,310.87,1284,25.29,103.0,0,No_Failure
9069,L,298.57,308.47,1481,45.92,218.8,0,No_Failure
9070,L,301.09,311.43,1764,32.93,90.0,0,No_Failure
9071,M,298.07,307.09,1590,33.89,145.6,0,No_Failure
9072,M,299.62,310.11,1881,21.21,167.9,0,No_Failure
9073,L,300.65,310.25,1479,47.57,74.5,0,No_Failure
9074,L,298.01,308.38,1382,52.09,145.5,0,No_Failure
9075,L,297.38,307.27,1305,33.07,12.7,0,No_Failure
9076,M,300.98,308.93,1504,38.38,123.0,0,No_Failure
9077,M,302.25,313.55,1668,35.21,97.6,0,No_Failure
9078,M,299.84,311.91,1518,37.82,91.9,0,No_Failure
9079,M,299.09,308.91,1436,31.8,61.7,0,No_Failure
9080,L,300.31,309.41,1726,29.0,204.4,0,No_Failure
9081,L,300.11,311.62,1595,53.69,220.5,0,No_Failure
9082,L,300.49,312.38,1480,13.6,222.0,1,Power_Failure
9083,L,294.94,304.77,1362,45.04,99.0,0,No_Failure
9084,M,297.86,307.64,1454,42.83,67.8,0,No_Failure
9085,L,298.31,308.23,1585,56.54,24.6,0,No_Failure
9086,L,300.3,308.63,1360,37.64,168.1,0,No_Failure
9087,L,300.37,310.08,1278,36.29,82.5,0,No_Failure
9088,H,301.27,312.99,1414,31.92,74.2,0,No_Failure
9089,L,300.52,310.35,1491,43.56,92.9,0,No_Failure
9090,M,297.4,306.36,1745,32.92,141.7,0,No_Failure
9091,L,302.89,313.39,1291,28.71,40.5,0,No_Failure
9092,L,302.54,311.88,1541,32.63,240.3,0,No_Failure
9093,L,297.48,307.42,1450,30.53,183.2,0,No_Failure
9094,M,300.67,309.4,1459,29.94,14.7,0,No_Failure
9095,L,298.81,307.77,1777,40.85,76.7,0,No_Failure
9096,M,300.28,311.02,1515,38.05,15.6,0,No_Failure
9097,L,302.11,312.22,1336,45.5,57.4,0,No_Failure
9098,L,304.26,313.48,1660,41.47,71.6,0,No_Failure
9099,H,301.5,311.62,1647,27.97,184.5,0,No_Failure
9100,L,300.59,309.98,1320,18.77,179.7,0,No_Failure
9101,L,299.32,308.54,1285,29.44,11.3,0,No_Failure
9102,M,300.36,311.53,1574,47.64,150.0,0,No_Failure
9103,L,302.72,313.5,1494,47.41,240.2,1,Tool_Wear_Failure
9104,M,299.91,309.89,1415,49.85,160.1,0,No_Failure
9105,L,298.23,308.37,1690,48.38,240.1,1,Tool_Wear_Failure
9106,L,296.76,306.75,1393,50.87,95.1,0,No_Failure
9107,L,301.03,311.51,1576,44.06,114.9,0,No_Failure
9108,M,300.49,309.7,1711,58.03,126.9,0,No_Failure
9109,L,298.71,309.57,1439,42.94,231.0,1,Tool_Wear_Failure
9110,M,302.05,312.41,1171,59.99,98.1,0,No_Failure
9111,H,299.16,308.89,1427,33.74,250.9,1,Tool_Wear_Failure
9112,L,299.73,309.24,1534,33.48,135.8,0,No_Failure
9113,L,299.97,310.81,1681,38.08,54.5,0,No_Failure
9114,L,299.3,309.15,1406,39.63,25.9,0,No_Failure
9115,L,300.47,309.77,1810,36.79,43.2,0,No_Failure
9116,L,302.3,311.92,1266,45.4,9.8,0,No_Failure
9117,M,297.72,308.48,1530,38.98,176.1,0,No_Failure
9118,H,300.98,309.37,1457,33.93,134.2,0,No_Failure
9119,H,300.34,309.99,1742,36.04,189.5,0,No_Failure
9120,M,300.31,311.38,1235,52.18,198.6,0,No_Failure
9121,M,301.74,311.58,1577,43.17,235.8,0,No_Failure
9122,L,300.1,310.37,1456,23.24,29.2,0,No_Failure
9123,M,300.96,312.05,1775,55.11,49.5,0,No_Failure
9124,M,301.43,312.32,1351,44.34,140.1,0,No_Failure
9125,L,298.99,308.55,1575,46.39,32.4,0,No_Failure
9126,H,300.6,310.47,1349,49.29,28.2,0,No_Failure
9127,L,299.5,310.4,1534,49.81,166.6,0,No_Failure
9128,M,299.73,310.67,1434,30.81,184.2,0,No_Failure
9129,M,299.36,309.27,1431,29.3,213.9,0,No_Failure
9130,H,300.94,310.89,1142,63.96,233.9,0,No_Failure
9131,L,300.16,310.43,1575,33.02,110.6,0,No_Failure
9132,M,300.79,312.16,1305,43.79,248.0,0,No_Failure
9133,L,299.96,311.03,1299,56.31,9.5,0,No_Failure
9134,L,296.79,307.49,1220,35.56,217.5,0,No_Failure
9135,M,300.06,308.98,1310,36.4,83.4,0,No_Failure
9136,L,300.13,309.85,1590,49.26,230.4,0,No_Failure
9137,M,300.49,310.26,1581,42.13,58.7,0,No_Failure
9138,L,298.81,310.23,1619,44.95,185.2,0,No_Failure
9139,L,297.61,307.37,1315,39.2,106.4,0,No_Failure
9140,M,301.25,312.5,1539,34.74,98.4,0,No_Failure
9141,L,299.45,308.88,1389,36.67,14.9,0,No_Failure
9142,L,300.34,309.85,1672,51.94,176.5,0,No_Failure
9143,H,299.44,309.92,1577,37.04,48.8,0,No_Failure
9144,L,299.99,311.56,1382,44.29,115.7,0,No_Failure
9145,M,299.1,308.89,1687,30.31,38.3,0,No_Failure
9146,L,298.06,305.5,1591,60.4,151.1,0,No_Failure
9147,L,300.95,309.38,1250,43.19,57.8,0,No_Failure
9148,L,298.79,309.09,1199,43.4,148.6,0,No_Failure
9149,L,300.33,308.85,1257,49.26,236.7,1,Tool_Wear_Failure
9150,L,300.82,309.96,1797,35.19,230.2,1,Tool_Wear_Failure
9151,L,298.83,308.84,1317,51.94,50.1,0,No_Failure
9152,L,297.59,305.14,1838,24.84,24.8,0,No_Failure
9153,L,304.85,314.47,1308,33.86,10.7,0,No_Failure
9154,L,298.94,307.78,1289,31.99,207.1,0,No_Failure
9155,L,301.25,309.75,1658,21.19,62.3,0,No_Failure
9156,L,303.88,313.08,1667,34.71,71.0,0,No_Failure
9157,H,301.58,310.51,1600,39.48,61.6,0,No_Failure
9158,M,299.4,309.87,1622,29.1,213.0,0,No_Failure
9159,M,299.87,311.06,1356,27.66,247.7,1,Tool_Wear_Failure
9160,L,298.33,307.97,1650,40.41,188.8,0,No_Failure
9161,H,301.76,311.17,1543,39.2,210.9,0,No_Failure
9162,M,301.13,310.72,1434,37.34,158.1,0,No_Failure
9163,M,298.97,307.86,1517,27.34,135.2,0,No_Failure
9164,L,297.92,306.63,1691,36.05,180.4,0,No_Failure
9165,H,297.36,305.71,1571,33.34,13.9,0,No_Failure
9166,M,301.97,310.64,1112,40.86,18.4,0,No_Failure
9167,M,300.24,311.87,1660,34.41,174.8,0,No_Failure
9168,L,300.43,309.74,1647,39.61,83.8,0,No_Failure
9169,L,298.35,305.41,1432,26.89,122.2,0,No_Failure
9170,L,297.07,306.49,1521,26.03,195.5,0,No_Failure
9171,L,301.93,310.33,1520,45.58,144.3,0,No_Failure
9172,M,300.08,310.14,1144,47.65,204.3,0,No_Failure
9173,L,301.81,311.77,1428,36.07,104.8,0,No_Failure
9174,L,299.23,309.28,1435,40.28,71.9,0,No_Failure
9175,L,299.53,309.49,1471,35.5,58.7,0,No_Failure
9176,L,301.43,311.05,1405,50.97,32.9,0,No_Failure
9177,L,301.46,310.01,1619,37.97,9.2,0,No_Failure
9178,M,301.6,311.52,1354,35.01,16.3,0,No_Failure
9179,L,299.41,310.43,1664,49.66,67.7,0,No_Failure
9180,L,301.23,313.04,1611,32.26,69.6,0,No_Failure
9181,L,302.22,311.98,1745,41.57,95.4,0,No_Failure
9182,L,299.79,309.66,1812,29.52,147.9,0,No_Failure
9183,L,298.97,309.47,1813,46.65,189.8,0,No_Failure
9184,M,302.69,314.18,1287,48.15,52.4,0,No_Failure
9185,M,298.69,308.2,1562,27.11,192.8,0,No_Failure
9186,M,301.26,311.95,1371,25.55,37.7,0,No_Failure
9187,M,299.88,309.06,2090,42.89,250.2,1,Tool_Wear_Failure
9188,L,296.32,306.65,1611,59.41,71.3,0,No_Failure
9189,H,302.26,313.23,1755,48.84,214.3,0,No_Failure
9190,M,294.48,303.19,1578,37.88,50.6,0,No_Failure
9191,H,296.03,305.51,1026,31.46,242.7,0,No_Failure
9192,L,301.05,312.01,1359,27.84,206.7,0,No_Failure
9193,H,301.05,311.67,1377,47.17,94.8,0,No_Failure
9194,M,298.72,309.76,1430,49.23,108.4,0,No_Failure
9195,M,300.3,311.14,1565,33.69,4.0,0,No_Failure
9196,L,294.94,304.6,1590,37.53,62.9,0,No_Failure
9197,M,301.41,313.61,1027,40.47,75.3,0,No_Failure
9198,H,300.5,310.64,1457,58.13,118.2,0,No_Failure
9199,M,299.91,306.85,1413,40.65,37.8,0,No_Failure
9200,L,300.04,309.76,1749,30.19,119.7,0,No_Failure
9201,H,300.99,310.52,1607,28.43,172.1,0,No_Failure
9202,L,299.94,310.74,1467,30.89,92.8,0,No_Failure
9203,L,296.25,305.8,1540,52.64,58.0,0,No_Failure
9204,L,304.39,315.49,1196,45.13,136.9,0,No_Failure
9205,H,302.4,312.96,1619,36.55,12.3,0,No_Failure
9206,L,297.43,306.43,1429,10.75,85.2,1,Power_Failure
9207,L,299.31,309.17,1355,31.47,131.9,0,No_Failure
9208,M,299.53,308.75,1737,43.44,87.0,0,No_Failure
9209,M,302.16,312.34,1549,43.52,89.4,0,No_Failure
9210,L,295.68,304.9,1380,43.43,212.1,0,No_Failure
9211,H,299.0,309.08,1391,26.53,238.5,0,No_Failure
9212,H,296.48,306.21,1566,41.77,211.8,0,No_Failure
9213,L,299.43,309.28,1552,30.24,24.7,0,No_Failure
9214,L,299.05,311.11,1505,40.02,72.4,0,No_Failure
9215,L,300.16,309.8,1283,32.32,177.8,0,No_Failure
9216,L,298.79,306.86,1310,50.7,243.6,1,Tool_Wear_Failure
9217,L,298.5,309.51,1365,43.37,60.6,0,No_Failure
9218,H,301.24,312.25,1465,38.57,229.6,0,No_Failure
9219,M,300.91,308.93,1493,53.8,187.8,0,No_Failure
9220,L,301.1,310.4,1471,36.28,245.9,1,Tool_Wear_Failure
9221,L,299.65,310.08,1479,25.85,23.4,0,No_Failure
9222,L,298.86,309.38,1839,50.56,98.7,0,No_Failure
9223,L,299.76,309.76,1653,42.52,119.5,0,No_Failure
9224,L,301.0,311.02,1714,36.81,168.0,0,No_Failure
9225,M,295.65,304.71,1584,33.56,166.5,0,No_Failure
9226,H,300.79,308.39,1513,45.11,231.6,1,Tool_Wear_Failure
9227,L,300.62,312.67,1574,48.14,209.7,0,No_Failure
9228,M,300.12,309.16,1541,32.33,16.8,0,No_Failure
9229,L,299.7,309.88,1645,45.65,121.6,0,No_Failure
9230,M,294.87,304.71,1324,42.51,104.8,0,No_Failure
9231,L,299.12,310.02,1630,31.71,249.3,0,No_Failure
9232,L,303.58,313.69,1530,40.04,106.8,0,No_Failure
9233,H,300.03,310.18,1175,34.53,175.7,0,No_Failure
9234,L,299.39,306.75,1515,52.4,71.1,0,No_Failure
9235,M,300.03,309.2,1265,33.51,156.7,0,No_Failure
9236,L,300.71,311.45,1404,55.09,51.7,0,No_Failure
9237,L,301.32,311.97,1471,41.31,150.9,0,No_Failure
9238,L,299.54,308.59,1229,22.54,217.0,0,No_Failure
9239,L,300.85,309.27,1490,18.27,4.8,0,No_Failure
9240,M,303.35,313.48,1512,37.91,129.1,0,No_Failure
9241,L,302.01,309.11,1636,53.34,245.6,0,No_Failure
9242,M,304.68,313.53,1418,52.31,42.8,0,No_Failure
9243,M,298.69,310.45,1549,41.66,48.9,0,No_Failure
9244,M,303.35,314.8,1483,32.63,120.7,0,No_Failure
9245,L,298.42,308.91,1425,35.83,217.7,0,No_Failure
9246,H,300.71,311.01,1199,42.07,145.7,0,No_Failure
9247,L,301.46,309.51,1480,50.87,127.2,0,No_Failure
9248,L,298.98,308.24,1634,45.69,21.7,0,No_Failure
9249,L,300.18,309.88,1332,49.68,240.5,1,Tool_Wear_Failure
9250,L,301.82,311.1,1461,46.44,86.8,0,No_Failure
9251,L,298.58,308.23,1487,49.39,63.0,0,No_Failure
9252,M,303.34,314.64,1698,17.39,105.9,0,No_Failure
9253,L,297.23,306.69,1505,31.07,103.5,0,No_Failure
9254,L,303.88,313.54,1552,28.95,114.6,0,No_Failure
9255,M,302.0,312.74,1498,28.0,175.1,0,No_Failure
9256,L,299.82,308.4,1411,40.06,217.0,0,No_Failure
9257,L,299.19,308.35,1296,25.53,14.3,0,No_Failure
9258,L,298.99,308.25,1449,30.56,122.7,0,No_Failure
9259,M,299.73,309.78,1571,39.01,106.5,0,No_Failure
9260,L,299.9,309.56,1522,23.96,2.7,0,No_Failure
9261,L,302.51,312.2,1766,35.14,204.1,0,No_Failure
9262,L,303.94,313.27,1670,46.39,26.1,0,No_Failure
9263,M,300.4,309.33,1723,27.75,31.7,0,No_Failure
9264,M,298.31,308.92,1134,47.96,15.1,0,No_Failure
9265,M,298.91,308.57,1784,31.94,53.1,0,No_Failure
9266,L,299.63,310.25,1548,42.72,44.2,0,No_Failure
9267,L,297.94,306.83,1574,28.94,87.0,0,No_Failure
9268,L,297.64,306.98,1661,44.53,164.8,0,No_Failure
9269,L,304.19,313.97,1504,36.96,13.6,0,No_Failure
9270,L,300.61,310.48,1307,44.66,215.1,0,No_Failure
9271,L,298.33,309.09,1761,34.55,81.6,0,No_Failure
9272,L,301.63,311.2,1362,45.56,151.7,0,No_Failure
9273,M,297.64,308.39,1323,48.47,6.0,0,No_Failure
9274,L,297.81,308.18,1458,41.2,91.5,0,No_Failure
9275,M,298.39,308.29,1431,35.2,3.5,0,No_Failure
9276,L,303.31,312.36,1501,37.66,41.4,0,No_Failure
9277,L,299.49,310.25,1482,27.36,112.0,0,No_Failure
9278,L,295.12,304.19,1742,42.03,133.8,0,No_Failure
9279,L,302.42,312.4,1583,46.23,38.2,0,No_Failure
9280,L,299.39,309.33,1346,55.66,186.3,0,No_Failure
9281,L,296.3,306.09,1370,53.08,47.3,0,No_Failure
9282,H,299.37,308.98,1430,30.23,34.0,0,No_Failure
9283,M,301.04,310.22,1431,42.12,86.4,0,No_Failure
9284,L,300.81,309.19,1407,38.67,137.9,0,No_Failure
9285,M,303.6,315.0,1302,52.18,250.2,1,Tool_Wear_Failure
9286,M,298.29,307.8,1552,32.91,107.7,0,No_Failure
9287,M,300.09,309.97,1418,48.78,109.5,0,No_Failure
9288,M,298.6,308.47,1329,30.13,17.8,0,No_Failure
9289,L,296.92,308.01,1587,38.94,191.5,0,No_Failure
9290,L,301.77,313.7,1653,31.15,45.4,0,No_Failure
9291,L,300.93,311.09,1456,20.35,186.2,0,No_Failure
9292,L,300.57,310.41,1821,30.96,227.7,0,No_Failure
9293,L,300.85,309.73,1899,37.42,192.1,0,No_Failure
9294,L,298.63,307.19,1589,54.26,160.6,0,No_Failure
9295,H,297.99,306.21,1416,29.13,156.0,0,No_Failure
9296,H,300.08,309.28,1548,33.94,118.4,0,No_Failure
9297,M,302.32,310.23,1280,25.6,39.1,0,No_Failure
9298,M,303.22,314.29,1343,51.55,197.7,0,No_Failure
9299,H,301.59,312.01,1197,35.4,124.3,0,No_Failure
9300,L,300.06,309.81,1387,36.62,156.4,0,No_Failure
9301,L,300.54,311.65,1278,36.52,93.5,0,No_Failure
9302,L,300.02,308.95,1612,20.49,50.2,0,No_Failure
9303,M,297.95,307.13,1365,25.33,204.6,0,No_Failure
9304,L,300.05,308.12,1550,30.48,85.6,0,No_Failure
9305,M,297.33,308.1,1635,46.16,219.7,0,No_Failure
9306,L,299.75,308.94,1711,15.01,241.4,1,Tool_Wear_Failure
9307,L,303.27,313.29,1436,45.41,207.5,0,No_Failure
9308,M,301.65,312.65,1556,43.43,35.0,0,No_Failure
9309,L,298.15,309.52,1562,21.85,213.8,0,No_Failure
9310,L,299.86,309.83,1729,36.83,129.8,0,No_Failure
9311,L,298.33,308.72,1641,51.64,60.4,0,No_Failure
9312,L,299.87,308.97,1735,29.29,23.3,0,No_Failure
9313,M,302.08,313.77,1200,34.48,72.6,0,No_Failure
9314,L,301.31,311.14,1380,67.61,34.4,0,No_Failure
9315,L,304.97,315.05,1686,43.26,6.4,0,No_Failure
9316,L,302.38,311.98,1605,37.42,246.9,0,No_Failure
9317,M,300.41,311.61,1477,35.23,210.9,0,No_Failure
9318,L,301.35,311.55,1415,43.73,184.7,0,No_Failure
9319,M,299.6,310.36,1642,46.85,51.3,0,No_Failure
9320,M,297.74,308.1,1144,18.44,9.9,1,Power_Failure
9321,L,302.61,312.39,1643,17.66,121.3,0,No_Failure
9322,M,302.02,312.95,1516,30.02,188.4,0,No_Failure
9323,M,299.52,309.86,1412,38.46,243.7,0,No_Failure
9324,L,300.55,309.59,1590,40.76,211.0,0,No_Failure
9325,L,302.48,311.49,1431,22.97,223.4,0,No_Failure
9326,H,301.69,311.84,1505,37.95,64.7,0,No_Failure
9327,M,297.07,307.98,1492,39.28,41.8,0,No_Failure
9328,L,300.49,312.13,1634,31.5,61.9,0,No_Failure
9329,L,299.66,307.89,1529,34.66,34.6,0,No_Failure
9330,M,302.23,312.25,1156,32.73,202.6,0,No_Failure
9331,M,302.06,312.55,1249,44.64,228.8,0,No_Failure
9332,M,302.64,312.93,1305,40.07,79.8,0,No_Failure
9333,L,297.76,308.77,1582,28.58,219.2,0,No_Failure
9334,M,298.43,309.09,1600,49.55,16.8,0,No_Failure
9335,L,302.23,311.24,1801,26.33,169.3,0,No_Failure
9336,L,298.82,307.8,1317,22.87,131.9,0,No_Failure
9337,M,296.96,307.27,1736,37.55,72.2,0,No_Failure
9338,H,301.07,312.06,1151,37.5,197.1,0,No_Failure
9339,L,298.91,309.05,1503,40.73,53.0,0,No_Failure
9340,L,303.58,312.0,1544,28.19,104.0,0,No_Failure
9341,M,300.59,309.55,1543,48.93,180.5,0,No_Failure
9342,L,300.32,311.01,1444,57.15,84.6,0,No_Failure
9343,M,299.26,308.91,1521,39.78,216.8,0,No_Failure
9344,M,303.18,313.3,1278,43.16,219.4,0,No_Failure
9345,L,300.72,311.78,1656,18.85,50.6,0,No_Failure
9346,H,299.18,307.98,1545,35.65,115.1,0,No_Failure
9347,M,298.41,308.0,1565,33.04,111.0,0,No_Failure
9348,M,299.85,309.33,1450,31.42,105.5,0,No_Failure
9349,M,298.04,308.4,1441,33.42,128.5,0,No_Failure
9350,M,302.06,312.83,1594,34.42,21.6,0,No_Failure
9351,L,296.38,304.9,1786,25.45,217.5,0,No_Failure
9352,L,299.72,309.72,1249,35.13,72.5,0,No_Failure
9353,M,301.22,312.09,1240,29.58,3.5,0,No_Failure
9354,L,300.68,308.83,1548,47.88,171.3,0,No_Failure
9355,L,298.57,308.5,1440,43.3,162.6,0,No_Failure
9356,M,301.32,310.1,1522,43.32,248.8,1,Tool_Wear_Failure
9357,M,298.23,307.59,1496,49.77,182.8,0,No_Failure
9358,L,299.96,307.45,1612,31.74,83.2,0,No_Failure
9359,M,301.3,312.7,1448,42.7,241.2,1,Tool_Wear_Failure
9360,M,300.93,310.57,1283,50.7,94.3,0,No_Failure
9361,L,298.65,307.84,1358,31.04,205.3,0,No_Failure
9362,M,302.39,312.72,1471,19.71,86.9,0,No_Failure
9363,L,300.17,309.13,1274,33.09,12.2,0,No_Failure
9364,L,301.49,310.35,1493,49.57,183.4,0,No_Failure
9365,L,303.06,314.57,1511,30.47,87.6,0,No_Failure
9366,L,302.24,314.04,1436,35.35,84.7,0,No_Failure
9367,L,302.24,311.65,1538,32.2,179.0,0,No_Failure
9368,M,300.39,311.45,1209,38.1,83.5,0,No_Failure
9369,M,301.59,311.94,1328,29.51,32.5,0,No_Failure
9370,L,300.43,309.01,1294,25.17,101.1,0,No_Failure
9371,M,297.58,306.65,1658,35.59,209.0,0,No_Failure
9372,L,300.61,312.16,1915,37.3,32.6,0,No_Failure
9373,L,300.51,309.09,1341,51.16,138.6,0,No_Failure
9374,M,301.17,313.45,1458,40.66,36.1,0,No_Failure
9375,L,299.74,309.17,1375,28.28,12.3,0,No_Failure
9376,L,298.48,310.06,1540,32.68,94.7,0,No_Failure
9377,M,301.31,311.01,1390,47.13,167.5,0,No_Failure
9378,L,297.37,308.17,1551,35.76,68.7,0,No_Failure
9379,M,302.92,314.31,1620,29.07,114.4,0,No_Failure
9380,L,299.54,310.93,1280,40.82,122.8,0,No_Failure
9381,L,300.49,309.91,1549,32.1,210.3,0,No_Failure
9382,L,301.12,310.26,1177,44.78,204.7,0,No_Failure
9383,L,301.18,311.1,1454,43.63,0.6,0,No_Failure
9384,L,297.18,305.88,1442,28.53,103.5,0,No_Failure
9385,L,301.65,311.89,1459,57.85,164.0,0,No_Failure
9386,M,300.61,309.79,1444,38.77,216.1,0,No_Failure
9387,H,298.73,309.81,1411,13.36,17.2,1,Power_Failure
9388,L,298.5,307.93,1452,43.81,157.1,0,No_Failure
9389,L,299.33,307.59,1543,14.02,210.5,1,Power_Failure
9390,L,297.4,308.8,1548,50.4,63.8,0,No_Failure
9391,H,303.44,313.63,1521,40.57,56.3,0,No_Failure
9392,H,302.97,313.0,1397,38.54,122.0,0,No_Failure
9393,L,300.9,312.0,1694,39.15,240.6,0,No_Failure
9394,M,299.55,310.42,1775,45.02,176.2,0,No_Failure
9395,L,299.61,308.84,1268,34.35,106.1,0,No_Failure
9396,L,301.52,311.07,1530,39.05,5.2,0,No_Failure
9397,L,303.52,312.4,1416,40.33,139.2,0,No_Failure
9398,L,298.86,307.39,1667,10.34,87.2,1,Power_Failure
9399,L,297.76,308.34,1498,45.09,46.4,0,No_Failure
9400,L,303.1,313.49,1510,46.78,125.0,0,No_Failure
9401,M,296.43,307.19,1589,43.67,88.3,0,No_Failure
9402,L,297.98,309.26,1446,42.97,9.7,0,No_Failure
9403,L,299.51,310.28,1802,55.11,181.4,0,No_Failure
9404,L,296.88,307.74,1592,38.71,183.1,0,No_Failure
9405,L,302.22,310.15,1668,39.05,154.7,0,No_Failure
9406,L,301.71,311.41,1460,32.63,210.2,0,No_Failure
9407,L,298.85,309.81,1478,20.01,50.8,0,No_Failure
9408,L,302.56,311.39,1646,43.73,71.6,0,No_Failure
9409,L,302.9,312.99,1628,33.71,114.7,0,No_Failure
9410,L,299.77,310.29,1275,19.9,15.0,0,No_Failure
9411,L,299.1,309.54,1523,38.4,220.9,0,No_Failure
9412,M,304.52,314.89,1585,38.12,125.7,0,No_Failure
9413,M,301.44,312.04,1477,36.85,84.2,0,No_Failure
9414,L,300.51,310.69,1568,40.51,119.5,0,No_Failure
9415,L,302.73,311.26,1484,23.54,81.3,0,No_Failure
9416,L,300.6,311.11,1096,49.07,71.6,0,No_Failure
9417,L,298.99,309.27,1264,43.49,112.0,0,No_Failure
9418,L,300.16,308.71,1675,51.58,120.5,0,No_Failure
9419,L,302.08,313.46,1456,33.6,108.3,0,No_Failure
9420,L,296.02,306.55,1534,43.45,137.0,0,No_Failure
9421,H,299.42,308.04,1499,20.46,200.8,0,No_Failure
9422,L,302.77,311.95,1351,30.82,14.3,0,No_Failure
9423,L,298.98,308.41,1416,25.43,202.9,0,No_Failure
9424,L,303.09,312.53,1559,41.75,57.1,0,No_Failure
9425,H,302.83,313.12,1578,28.11,68.0,0,No_Failure
9426,M,299.87,308.89,1894,34.78,152.9,0,No_Failure
9427,L,298.86,309.99,1414,39.11,243.9,0,No_Failure
9428,M,299.43,310.47,1801,35.08,7.3,0,No_Failure
9429,L,305.33,315.95,1345,25.99,168.3,0,No_Failure
9430,M,303.75,313.79,1588,55.61,177.2,0,No_Failure
9431,M,300.25,311.19,1532,40.3,146.4,0,No_Failure
9432,L,298.78,308.51,1477,55.7,2.4,0,No_Failure
9433,M,300.23,309.51,1499,28.83,154.6,0,No_Failure
9434,L,300.49,311.68,1388,35.39,28.8,0,No_Failure
9435,L,297.51,307.83,1663,40.02,19.5,0,No_Failure
9436,L,300.16,309.48,1348,54.47,174.0,0,No_Failure
9437,M,302.64,312.23,1557,55.63,178.1,0,No_Failure
9438,L,296.4,305.66,1636,34.81,222.5,0,No_Failure
9439,L,301.65,313.68,1749,31.85,0.8,0,No_Failure
9440,M,302.75,312.75,1675,39.1,97.7,0,No_Failure
9441,L,298.88,309.04,1603,51.15,3.1,0,No_Failure
9442,L,303.39,314.11,1385,40.51,91.2,0,No_Failure
9443,L,298.62,307.4,1359,42.33,122.9,0,No_Failure
9444,L,300.88,311.98,1295,51.06,132.4,0,No_Failure
9445,L,299.39,308.78,1278,49.45,89.0,0,No_Failure
9446,L,299.39,311.22,1500,49.83,181.3,0,No_Failure
9447,H,298.77,308.45,1369,46.22,108.9,0,No_Failure
9448,M,301.4,312.43,1716,53.52,132.3,0,No_Failure
9449,L,301.7,309.2,1396,27.85,200.0,0,No_Failure
9450,L,299.87,308.7,1517,62.49,43.6,0,No_Failure
9451,L,297.28,306.99,1452,50.6,80.2,0,No_Failure
9452,M,300.81,308.78,1247,38.4,133.4,0,No_Failure
9453,L,300.84,311.44,1696,51.1,191.9,0,No_Failure
9454,L,299.57,309.88,1625,36.53,106.3,0,No_Failure
9455,M,303.73,312.74,1646,44.75,21.2,0,No_Failure
9456,L,296.87,306.86,1607,45.92,247.2,1,Tool_Wear_Failure
9457,L,295.57,306.37,1363,48.62,177.0,0,No_Failure
9458,M,298.54,306.44,1367,35.4,183.7,0,No_Failure
9459,M,301.42,310.15,1581,48.83,119.3,0,No_Failure
9460,L,297.89,307.55,1778,35.58,136.8,0,No_Failure
9461,M,298.04,308.06,1569,47.31,251.5,0,No_Failure
9462,L,301.9,311.84,1676,39.82,148.8,0,No_Failure
9463,M,300.93,311.81,1405,21.76,57.7,0,No_Failure
9464,L,300.75,311.23,1698,32.63,241.1,1,Tool_Wear_Failure
9465,M,301.56,312.26,1424,48.48,137.4,0,No_Failure
9466,H,299.15,307.76,1543,36.96,10.2,0,No_Failure
9467,H,299.24,309.39,1434,52.14,148.3,0,No_Failure
9468,H,301.62,311.31,1660,27.87,22.6,0,No_Failure
9469,L,297.31,308.77,1662,46.96,131.9,0,No_Failure
9470,L,295.71,305.89,1234,39.52,206.3,0,No_Failure
9471,L,299.13,308.46,1739,37.53,134.7,0,No_Failure
9472,M,301.86,312.71,1928,28.22,96.4,0,No_Failure
9473,M,300.51,311.07,1436,42.1,223.7,0,No_Failure
9474,L,301.71,310.89,1477,29.91,231.9,0,No_Failure
9475,H,295.97,305.62,1723,33.64,91.9,0,No_Failure
9476,M,300.63,310.3,1512,38.59,127.7,0,No_Failure
9477,H,301.31,312.54,1499,36.34,250.7,0,No_Failure
9478,M,297.3,307.5,1841,50.28,47.5,0,No_Failure
9479,L,301.72,312.45,1256,14.1,74.5,1,Power_Failure
9480,L,299.78,309.28,1358,38.22,107.1,0,No_Failure
9481,L,306.14,316.48,1575,36.37,25.2,0,No_Failure
9482,L,295.65,306.95,1208,39.91,68.0,0,No_Failure
9483,M,302.74,312.38,1433,34.56,139.2,0,No_Failure
9484,M,299.21,309.33,1431,50.24,60.1,0,No_Failure
9485,M,296.77,305.4,1673,37.42,174.6,0,No_Failure
9486,M,298.95,308.18,1625,41.33,89.9,0,No_Failure
9487,L,300.55,310.22,1197,48.92,22.4,0,No_Failure
9488,L,302.07,311.01,1375,40.52,191.1,0,No_Failure
